title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,object_thumb,object_location,reference_url
"Hydro staff queried on poison control","Times Colonist","1979-06-28","","BC Hydro; Tordon 10K; Herbicides; Hydroelectric","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/tc_1979_bc_%20hydro_staff_queried_on_poison_control_th.jpg","http://localhost:4000/JRWA-Archive/objects/tc_1979_bc_%20hydro_staff_queried_on_poison_control.pdf",/JRWA-Archive/items/jrnphhp_003.html
"Hydro 24D draws Sooke protest","Brenda Dalglish","1980-05-08","","BC Hydro; Herbicides;2:4-D; Pesticides; Hydroelectric; Protest; Sooke; First Nations","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/tc_1980_hydro_24d_draws_sooke_protest_th.jpg","http://localhost:4000/JRWA-Archive/objects/tc_1980_hydro_24d_draws_sooke_protest.pdf",/JRWA-Archive/items/jrnphhp_004.html
"Hydro backs off on 2,4-D Plans","Brenda Dalglish","1980-06-10","","BC Hydro; Herbicides;2:4-D; Pesticides; Hydroelectric; Protest; Sooke; First Nations","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/tc_1980_hydro_backs_off_on_24d_%20plans_th.jpg","http://localhost:4000/JRWA-Archive/objects/tc_1980_hydro_backs_off_on_24d_%20plans.pdf",/JRWA-Archive/items/jrnphhp_005.html
"Herbicide porbe ordered by A-G","Times Colonist","1980-08-03","","BC Hydro; Herbicides; 2:4-D; Hydroelectric","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/tc_1980_hydro_herbicide_probe_ordered_by_ag_th.jpg","http://localhost:4000/JRWA-Archive/objects/tc_1980_hydro_herbicide_probe_ordered_by_ag.pdf",/JRWA-Archive/items/jrnphhp_006.html
"Hydro, Workers Charged","Vancouver Sun","1980-10-17","","","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/vs_1980_hydro_workers_charged_th.jpg","http://localhost:4000/JRWA-Archive/objects/vs_1980_hydro_workers_charged.pdf",/JRWA-Archive/items/jrnphhp_007.html
"Good Progress on Dam","The New Westminster News","1910-07-31","","Hydroelectric; Vancouver Island Power","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1913_nwdn_power_plant_done_in_two_weeks_highest_of_any_in_canada_th.jpg","http://localhost:4000/JRWA-Archive/objects/1913_nwdn_power_plant_done_in_two_weeks_highest_of_any_in_canada.pdf",/JRWA-Archive/items/jrnph1900-1910_001.html
"Cost of the Dam","The Week","1913-06-21","","Hydroelectric","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1913_week_1_2%20_summary_of_jr_infra_in_relation_to_other_power_producers_on_the_island_th.jpg","http://localhost:4000/JRWA-Archive/objects/1913_week_1_2%20_summary_of_jr_infra_in_relation_to_other_power_producers_on_the_island.pdf",/JRWA-Archive/items/jrnph1900-1910_002.html
"Largest Dam in Canada Built and Inspected","The New Westminster News","1913-06-22","","Hydroelectric","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1913nwdn_2_3_jr_largest_dam_in_canada_built_and_inspected_th.jpg","http://localhost:4000/JRWA-Archive/objects/1913nwdn_2_3_jr_largest_dam_in_canada_built_and_inspected.pdf",/JRWA-Archive/items/jrnph1900-1910_003.html
"Jordan Wafer Now Being Stored - Preparing for Dry Months","The New Westminster News","1913-05-29","","Hydroelectric","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1913nwdn_2_3_start_filling_up_resevoir_for_biggest_dam_in_canada_th.jpg","http://localhost:4000/JRWA-Archive/objects/1913nwdn_2_3_start_filling_up_resevoir_for_biggest_dam_in_canada.pdf",/JRWA-Archive/items/jrnph1900-1910_004.html
"Develop Plant to its Full Capacity","The New Westminster News","1914-03-13","The article mentions an increase to 25K horsepower from 12K horsepower though expanding reservoir capacity","Hydroelectric","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1914nwdn_4_3_summary_of_bcel_orginal_plan_and_extensions_th.jpg","http://localhost:4000/JRWA-Archive/objects/1914nwdn_4_3_summary_of_bcel_orginal_plan_and_extensions.pdf",/JRWA-Archive/items/jrnph1900-1910_005.html
"The Water Powers of British Columbia ","The Western Call","1915-11-12","","Hydroelectric","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1915_xwestcall_4_4_details_about_the_water_powers_of_jordan_river_th.jpg","http://localhost:4000/JRWA-Archive/objects/1915_xwestcall_4_4_details_about_the_water_powers_of_jordan_river.pdf",/JRWA-Archive/items/jrnph1900-1910_006.html
"The B.C. Electric Company","The Week","1917-07--7","","Hydroelectric; B.C. Electric Company","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1917_week_1_3_bc_electric_to_sell_its_holdings_to_bc_and_municip_govts_th.jpg","http://localhost:4000/JRWA-Archive/objects/1917_week_1_3_bc_electric_to_sell_its_holdings_to_bc_and_municip_govts.pdf",/JRWA-Archive/items/jrnph1900-1910_007.html
"The Power Plant at the Jordan River","Times Colonist","1911-12-20","","Hydroelectric","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/tc_1911_the_power_plant_at_jr_th.jpg","http://localhost:4000/JRWA-Archive/objects/tc_1911_the_power_plant_at_jr.pdf",/JRWA-Archive/items/jrnph1900-1910_008.html
"To Open City&#39;s Lovely Suburbs","Victoria Daily Times","1909-08-19","","Hydroelectric","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/the_victoria_daily_times_1909_08_19_1_th.jpg","http://localhost:4000/JRWA-Archive/objects/the_victoria_daily_times_1909_08_19_1.pdf",/JRWA-Archive/items/jrnph1900-1910_009.html
"Power Plant on Island","The Province","1909-10-02","Plans for Utilization of Jordan River Power Presented for Approval","Hydroelectric","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/tp_1909_jr_power_planton_vancouver_island_th.jpg","http://localhost:4000/JRWA-Archive/objects/tp_1909_jr_power_planton_vancouver_island.pdf",/JRWA-Archive/items/jrnph1900-1910_010.html
"Scope of Project at Jordan River","Victoria Daily Times","1909-11-05","","Hydroelectric","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/vdt_1909_scope_of_hydro_project_at_jr_th.jpg","http://localhost:4000/JRWA-Archive/objects/vdt_1909_scope_of_hydro_project_at_jr.pdf",/JRWA-Archive/items/jrnph1900-1910_012.html
"Payroll os a Large One","Victoria Daily Times","1910-09-17","","Hydroelectric Labor","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/vdt_1910_hydro_payroll_is_a_large_one_th.jpg","http://localhost:4000/JRWA-Archive/objects/vdt_1910_hydro_payroll_is_a_large_one.pdf",/JRWA-Archive/items/jrnph1900-1910_013.html
"Realize Extent of Jordan River Plant","Victoria Daily Times","1915-07-14","Dam took 14 months to Build. 300 ft long, 450 tons ","Hydroelectric","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/vdt_1915_realize_extent_of_jordan_river_plant_th.jpg","http://localhost:4000/JRWA-Archive/objects/vdt_1915_realize_extent_of_jordan_river_plant.pdf",/JRWA-Archive/items/jrnph1900-1910_015.html
"Water Power are Asser Which Has Yet only Begun Development","Victoria Daily Times","1919-10-07","","Hydroelectric","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/vdt_1919_water_powers_are_asset_which_has_only_begun_development_th.jpg","http://localhost:4000/JRWA-Archive/objects/vdt_1919_water_powers_are_asset_which_has_only_begun_development.pdf",/JRWA-Archive/items/jrnph1900-1910_016.html
"Island Power Company Completes Huge Dam","The Daily News","1912-04-23","","Hydroelectric","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1912_week_3_2jrdam_complete_th.jpg","http://localhost:4000/JRWA-Archive/objects/1912_week_3_2jrdam_complete.pdf",/JRWA-Archive/items/jrnph1900-1910_017.html
"BCEL Talks about Increased Consumption","The Daily News","1908-09-22","","Hydroelectric","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1912_week_6_1_summary_of_bcel_talks_about_increased_comsumption_in_vic_and_the_doublinfg_production_th.jpg","http://localhost:4000/JRWA-Archive/objects/1912_week_6_1_summary_of_bcel_talks_about_increased_comsumption_in_vic_and_the_doublinfg_production.pdf",/JRWA-Archive/items/jrnph1900-1910_018.html
"Millions to Save Millions ","The Week","1912-11-16","","Hydroelectric","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1912week_6_1_summary_of_project_and_doubling_of_demand_in_victoria_th.jpg","http://localhost:4000/JRWA-Archive/objects/1912week_6_1_summary_of_project_and_doubling_of_demand_in_victoria.pdf",/JRWA-Archive/items/jrnph1900-1910_019.html
"Gets Contract for Welded Steel Pipes","Daily Building Record","1913-08-13","","Hydroelectric","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1913_1_3_contract_for_steel_pipe_to_add_35k_hp_to_jr_plant_th.jpg","http://localhost:4000/JRWA-Archive/objects/1913_1_3_contract_for_steel_pipe_to_add_35k_hp_to_jr_plant.pdf",/JRWA-Archive/items/jrnph1900-1910_020.html
"Annual Meeting of B.C. Electric","The New Westminster News","1914-01-08","Shareholders Opposed Increase of Capital—Decreased Profit Average Return 4.5&#39; Per Cent.","Hydroelectric","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1913_nwdn_3_3_annual_meeting_of_bcelectric_th.jpg","http://localhost:4000/JRWA-Archive/object/1913_nwdn_3_3_annual_meeting_of_bcelectric.pdf",/JRWA-Archive/items/jrnph1900-1910_0205.html
"Jordan River Power Dam Ready for Work","The New Westminster News","1913-08-26","","Hydroelectric","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1912_nwdn_dam_complete_ready_to_produce_power_th.jpg","http://localhost:4000/JRWA-Archive/objects/1912_nwdn_dam_complete_ready_to_produce_power.pdf",/JRWA-Archive/items/jrnph1900-1910_021.html
"Water Power Sought by B.C.E.R. Company","The Daily News","1908-09-22","","Hydroelectric; B.C.E.R","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1908_new_west_announcement_of_new_power_plant_at_jr_6_1_3_th.jpg","http://localhost:4000/JRWA-Archive/objects/1908_new_west_announcement_of_new_power_plant_at_jr_6_1_3.pdf",/JRWA-Archive/items/jrnph1900-1910_022.html
"The City and the B.C.E.R.","The Week","1909-02-13","","Hydroelectric; B.C.E.R","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1908_weeklyp1col3_4_bcer_power_th.jpg","http://localhost:4000/JRWA-Archive/objects/1908_weeklyp1col3_4_bcer_power.pdf",/JRWA-Archive/items/jrnph1900-1910_024.html
"Still Blocking the Way","The Week","1909-05-15","","Hydroelectric; B.C.E.R","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1909_weekly_1_4_bcer_water_power_proposal_th.jpg","http://localhost:4000/JRWA-Archive/objects/1909_weekly_1_4_bcer_water_power_proposal.pdf",/JRWA-Archive/items/jrnph1900-1910_025.html
"The Water By-Law","The Week","1909-08-21","","Hydroelectric; B.C.E.R","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1909_weekly_bcer_1_3_th.jpg","http://localhost:4000/JRWA-Archive/objects/1909_weekly_bcer_1_3.pdf",/JRWA-Archive/items/jrnph1900-1910_026.html
"B.C.E.R and Jordan River","The Week","1909-06-19","","Hydroelectric; B.C.E.R","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1909_weekly_bcer_approved_by_the_city_pp_1and6_th.jpg","http://localhost:4000/JRWA-Archive/objects/1909_weekly_bcer_approved_by_the_city_pp_1and6.pdf",/JRWA-Archive/items/jrnph1900-1910_027.html
"The Jordan River Scheme","The Week","1909-06-26","","Hydroelectric; B.C.E.R","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1909_weekly_bcer_p6_3_th.jpg","http://localhost:4000/JRWA-Archive/objects/1909_weekly_bcer_p6_3.pdf",/JRWA-Archive/items/jrnph1900-1910_028.html
"Victoria Bylaw Passes","The Daily News","1909-08-26","","Hydroelectric; B.C.E.R","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1909nelsondaily_bcer_approved5_2_th.jpg","http://localhost:4000/JRWA-Archive/objects/1909nelsondaily_bcer_approved5_2.pdf",/JRWA-Archive/items/jrnph1900-1910_029.html
"Jordan River","The Week","1909-10-30","","Hydroelectric; B.C.E.R","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1909weekly_1_2_th.jpg","http://localhost:4000/JRWA-Archive/objects/1909weekly_1_2.pdf",/JRWA-Archive/items/jrnph1900-1910_030.html
"The B.C. Electric Company","The Week","1910-01-08","","Hydroelectric; B.C.E.R","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1910_bcer_details_1_3_4_th.jpg","http://localhost:4000/JRWA-Archive/objects/1910_bcer_details_1_3_4.pdf",/JRWA-Archive/items/jrnph1900-1910_031.html
"The Vulcan Iron Works of the city has secured the contract for the assembling of steel pipe ","The Daily News","1910-07-07","","Hydroelectric; B.C.E.R","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1910_daily_pipe_contract_secured_8_3_th.jpg","http://localhost:4000/JRWA-Archive/objects/1910_daily_pipe_contract_secured_8_3.pdf",/JRWA-Archive/items/jrnph1900-1910_032.html
"Engineers and Contractors","The Week","1910-12-17","","Hydroelectric; B.C.E.R","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1910_the_week_engineer_that_completes_the_dam_21_2_and_19_5_1_0344213_th.jpg","http://localhost:4000/JRWA-Archive/objects/1910_the_week_engineer_that_completes_the_dam_21_2_and_19_5_1_0344213.pdf",/JRWA-Archive/items/jrnph1900-1910_033.html
"B.C.E.R. Buys Site for Power Plant","Vancouver Building Record","1911-09-14","","Hydroelectric; B.C.E.R","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1911_vanbuildrec_bcer-jr_complete_contract_to_build_power_th.jpg","http://localhost:4000/JRWA-Archive/objects/1911_vanbuildrec_bcer-jr_complete_contract_to_build_power.pdf",/JRWA-Archive/items/jrnph1900-1910_034.html
"Water Act, 1909, and Amending Acts","The Week","1911-06-24","","Hydroelectric; Law Amendment","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1911_week_5_5_amendment_to_the_1909_water_act_by_bcer_for_jr_power_th.jpg","http://localhost:4000/JRWA-Archive/objects/1911_week_5_5_amendment_to_the_1909_water_act_by_bcer_for_jr_power.pdf",/JRWA-Archive/items/jrnph1900-1910_035.html
"B.C. Electric CO. Denies that it will Shut Down Works","The British Colombia Federationist","1912-08-24","","Hydroelectric; B.C. Electric Company","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1912_bc_federationist_1_5_6_rhumours_of_bcel_background_of_operations_th.jpg","http://localhost:4000/JRWA-Archive/objects/1912_bc_federationist_1_5_6_rhumours_of_bcel_background_of_operations.pdf",/JRWA-Archive/items/jrnph1900-1910_036.html
